mz	time	mz.min	mz.max	p_0hr_01_1	p_0hr_01_3	p_0hr_01_5	p_0hr_02_1	p_0hr_02_3	p_0hr_02_5	p_0hr_03_1	p_0hr_03_3	p_0hr_03_5	mock_6hr_01_1	mock_6hr_01_3	mock_6hr_01_5	mock_6hr_02_1	mock_6hr_02_3	mock_6hr_02_5	mock_6hr_03_1	mock_6hr_03_3	mock_6hr_03_5	yf_6hr_01_1	yf_6hr_01_3	yf_6hr_01_5	yf_6hr_02_1	yf_6hr_02_3	yf_6hr_02_5	yf_6hr_03_1	yf_6hr_03_3	yf_6hr_03_5
85.02783	59.6882	85.02783	85.02783	15.581	16.0425	15.3953	15.4143	15.7364	15.5532	17.5684	17.0482	17.1605	17.1089	17.0896	17.4834	17.3895	17.0493	17.1132	17.0142	17.7896	17.514	17.1734	16.9813	16.6582	16.8376	16.8148	17.2885	16.5967	16.4734	16.6048
85.04717	124.7512	85.04709	85.04739	14.4754	14.2709	14.3696	14.7142	14.8291	14.9959	16.0129	15.9395	14.9312	15.7852	16.9694	16.8227	16.082	16.3596	14.9497	16.4375	16.788	16.6485	16.6961	16.3596	17.0661	15.2321	15.1615	16.5655	16.4316	16.1668	16.2193
85.06532	68.66651	85.06517	85.06547	14.4223	15.0515	15.1241	13.5224	16.748	14.4095	9.9658	14.7208	12.9143	13.975	9.9658	8.4505	12.7531	9.9658	9.117	15.1972	9.1081	9.7859	14.0113	15.8681	13.3699	9.9658	15.5703	16.5537	11.947	10.3181	10.1656
85.10073	16.48022	85.1005	85.10078	14.5249	13.2573	13.5206	12.9044	11.4185	12.9223	13.8536	12.7706	13.3031	12.6327	13.6879	13.6275	12.9264	13.1886	13.357	13.5942	13.3003	13.3513	13.2977	13.114	12.5569	12.9582	12.996	13.029	12.4184	13.0218	13.4085
86.05951	67.78485	86.05949	86.0598	10.6674	17.4235	17.451	17.0197	17.0402	16.9958	17.8442	18.0095	17.8905	18.5749	18.447	18.2455	18.0086	18.2812	18.1462	18.4528	18.1639	18.5019	17.7391	17.9262	17.6089	17.5802	17.6529	17.7841	17.3077	10.7589	17.3895
86.05951	468.4582	86.05944	86.05967	15.4276	14.9258	15.0413	14.0333	13.6642	13.7567	14.4269	13.8308	12.4858	12.0795	13.2177	13.7815	13.0949	14.8642	11.5452	12.5366	12.3706	12.9956	14.5771	14.3483	14.1652	11.8053	13.1073	13.3419	14.0805	12.5298	11.878
87.04351	31.5659	87.04312	87.04404	14.317	15.3852	15.17	15.2311	14.0338	15.4437	15.3809	15.4037	15.3841	15.5962	15.2438	15.5003	15.4374	12.8878	15.1317	15.3527	15.3363	15.6859	14.9327	15.2701	15.4458	14.617	14.4188	15.7443	14.9767	14.2159	14.6986
87.05457	55.44294	87.05386	87.05478	17.3554	17.1806	17.6026	17.5362	17.4484	17.868	18.8283	18.7016	18.8949	19.1806	18.8965	18.986	18.9287	19.0577	18.9493	18.9933	18.8683	19.1396	18.1231	18.3306	18.0751	18.2129	18.2161	18.0789	18.0202	18.2153	18.1364
87.0993	53.87138	87.0993	87.0993	18.9559	19.1869	19.0587	19.6294	19.3644	19.451	19.6987	19.5869	20.7324	21.4096	21.441	21.2821	19.7141	19.8187	19.6681	20.014	21.0823	21.0333	21.2164	21.2219	21.2331	21.0953	21.1507	21.111	20.9099	20.9439	20.8236
87.92316	24.84978	87.92302	87.92333	13.1227	14.8822	13.6259	14.5998	13.8868	13.4033	13.5809	13.9348	13.1349	13.7106	13.4684	13.7033	13.2354	13.2141	13.5809	13.6167	13.5625	13.4231	13.4467	13.0232	13.3311	13.0047	13.7802	12.9122	13.4529	13.5692	13.57
88.02214	43.41362	88.02092	88.0231	19.2853	19.1108	19.128	19.6132	19.1524	19.2577	16.1138	14.949	16.5885	18.1951	16.8934	15.9097	16.9956	16.6438	16.7801	15.3151	18.2094	16.2161	16.8212	15.7566	17.1857	15.6701	16.1705	16.9971	15.9588	17.9974	15.8324
88.03868	85.79774	88.03777	88.03902	18.9634	19.0591	19.2207	19.8661	19.5193	19.7112	19.4603	19.5622	19.3665	20.7264	20.7995	20.5591	19.9782	19.899	19.5264	19.6915	19.9858	19.916	19.8192	19.8666	19.8114	19.3538	19.7262	19.4312	19.0318	19.0046	18.8865
88.05722	63.78786	88.05713	88.05744	20.9081	20.8591	21.9927	20.8178	20.8273	20.8273	17.1029	16.8921	16.82	16.3446	16.3623	14.8431	16.7395	16.7962	16.826	16.6401	16.7421	17.1524	16.4212	16.2312	16.5476	16.0347	16.4708	16.3738	16.599	16.564	15.9192
88.0751	102.0189	88.07368	88.07555	20.1217	20.9506	19.4589	21.1377	21.2315	20.4782	17.9461	17.9276	18.8604	19.3956	20.627	19.0327	17.2226	19.0952	19.1422	19.737	20.4195	20.4327	19.4145	17.0881	20.3008	17.0778	19.0561	19.1756	19.1067	16.5511	19.3064
88.50855	83.96443	88.50846	88.50877	13.5131	15.3777	15.9449	15.5636	15.8201	15.8727	14.3509	13.8493	14.2717	14.3436	14.6649	15.0782	13.6787	14.5081	16.3916	14.1089	13.8553	14.0443	12.9895	13.9306	14.0461	14.2461	11.8014	14.166	12.2233	12.5691	13.9048
89.00769	107.9254	89.00767	89.00783	12.9795	14.6321	13.2537	15.4657	14.6227	15.4452	7.331	13.4996	13.4946	14.2614	14.2561	14.1285	9.9658	12.556	8.4234	13.1171	14.9551	13.2867	13.33	13.4901	12.8098	9.9658	12.3605	11.5318	13.932	11.0604	12.8249
89.07042	504.6923	89.06958	89.07055	13.6785	13.6101	14.0127	13.0683	12.7438	13.8283	15.3841	15.166	14.6054	15.244	15.5592	14.6852	16.0679	13.0879	14.8677	14.2051	15.1525	15.3065	15.1742	14.6622	14.5534	14.1334	16.0411	14.1183	15.6687	15.3168	15.56
89.46475	559.0043	89.46474	89.46475	14.3884	15.9558	16.1834	12.9996	14.2572	14.4789	14.1589	13.2827	14.007	14.1195	13.7279	14.3274	14.8364	14.6284	13.7947	13.864	13.8311	13.7458	12.8472	13.7256	13.9862	14.0327	14.7029	14.1589	14.1726	13.8021	13.9534
89.46479	56.51503	89.46474	89.4649	13.6623	13.7306	15.8923	13.8745	14.3042	15.0938	14.6009	14.1586	13.3477	14.5941	16.3875	14.604	14.8341	13.3402	14.1878	14.1718	13.7615	13.9311	15.1249	13.6691	14.3141	13.4472	14.2346	13.7005	13.5873	14.4927	14.2875
89.50603	54.00198	89.50409	89.50665	17.1754	19.1953	19.0555	19.4204	16.9607	19.4977	16.8737	17.4877	16.2576	18.4018	18.2615	17.8822	17.7758	17.6402	16.8743	17.5171	15.12	18.0642	17.6106	17.7179	16.1304	18.1307	17.7893	15.8999	17.1106	17.2438	16.3885
89.50633	552.9219	89.50633	89.50633	12.5245	16.2276	16.2481	14.1905	14.5994	14.4811	14.2746	13.9592	14.0756	14.2287	14.4172	14.1663	14.1366	14.3634	14.1179	14.2025	14.2467	14.2592	13.8969	14.198	14.3331	14.1581	14.4942	14.2322	14.3497	14.2647	14.1008
90.0544	514.7967	90.05437	90.05469	15.2292	14.5549	13.5299	13.6973	13.6796	13.241	13.0984	14.1848	12.9277	13.806	13.6269	12.1074	14.3602	14.2018	14.8486	13.7629	13.3587	12.6551	13.7239	13.5064	11.2189	13.5026	13.1028	15.1164	14.0043	14.5057	15.0398
90.50623	394.8603	90.5062	90.50652	14.4214	19.5125	19.5233	19.4798	19.3945	17.8232	19.0996	19.0724	19.0929	18.9414	9.9658	9.9658	14.4176	9.9658	9.9658	14.3561	19.3726	19.3805	19.3784	18.1451	18.3396	9.9658	9.9658	9.9658	18.7549	18.9636	18.8329
90.50593	29.82376	90.50327	90.50653	17.0733	16.7405	16.3877	16.5163	16.6959	16.4056	16.342	16.6984	16.1167	16.5134	16.241	16.7991	16.2751	16.7304	16.1069	15.9211	14.4109	16.1839	15.5146	16.1993	16.8388	16.235	16.4768	16.604	16.0446	16.0939	16.4139
90.52539	470.3472	90.52539	90.52539	14.5107	18.8079	19.0023	19.2293	19.8461	19.7977	17.7861	18.6183	18.668	9.9658	9.9658	17.6462	15.7985	15.7817	14.0941	18.178	18.3716	18.1521	18.389	17.5944	16.8274	14.8668	14.7683	15.051	9.9658	18.1382	18.3535
90.5256	40.03245	90.52523	90.52572	22.3637	22.2856	22.0149	22.4021	22.154	22.2293	19.281	19.6421	19.7426	18.8817	19.7858	19.9868	19.8505	19.386	19.7186	19.969	19.484	20.0834	20.2652	19.3409	20.0048	19.545	19.9824	19.715	19.7029	19.8851	18.1916
90.97619	47.40363	90.97619	90.9762	24.2094	24.2545	23.0554	23.5461	24.5454	24.5632	25.1094	25.1492	25.1028	25.6959	25.6655	25.6833	25.1426	25.1956	25.1614	25.4147	25.3866	25.419	25.5801	25.5955	24.4666	25.5443	25.5206	25.5408	25.3489	25.3255	25.3151
91.01725	165.0346	91.01718	91.01751	11.7995	14.4205	14.9085	15.2487	14.9429	14.7104	15.2702	15.5352	15.3351	15.603	15.6463	15.6265	15.1608	15.3209	15.4551	15.4933	15.5147	15.5437	15.4647	15.3579	15.6891	15.5786	15.4869	15.4976	15.3904	15.4272	15.2165
91.02308	49.08755	91.02277	91.02312	14.4683	15.3487	16.1582	15.8294	15.9802	15.352	15.6939	13.7552	14.6352	15.1481	15.8115	15.4419	14.9166	15.1148	15.3432	14.5942	14.9623	15.2491	14.8889	15.2388	15.4683	14.6575	14.7471	15.1125	14.8392	15.7385	14.6878
91.02706	87.66445	91.02676	91.02736	18.4563	18.4979	18.213	18.0239	18.2313	18.18	16.0763	15.7738	16.1936	13.5635	16.195	16.6227	16.3766	15.6961	15.9097	15.7932	15.7247	15.953	16.0312	16.0919	16.2681	16.4993	16.4664	16.2094	16.3316	16.416	16.4577
91.02704	331.5229	91.02703	91.02719	14.9016	16.3041	15.7263	14.7713	15.5273	17.1191	16.0173	16.1649	16.2594	15.8481	15.564	15.542	14.1568	14.7222	14.8011	14.8151	13.9208	15.3832	14.3653	9.9658	14.5003	15.2958	14.5145	15.2661	11.1952	15.3529	15.6334
91.50391	415.5096	91.50373	91.50406	13.9379	16.8545	9.9658	17.9549	16.288	15.9063	16.6771	15.0168	13.8543	16.0048	9.9658	9.9658	14.1314	12.9014	14.8744	17.9061	17.856	17.8973	17.9559	15.8275	17.022	14.1282	13.7642	9.9658	15.6428	17.4263	16.0508
91.50396	25.54908	91.50241	91.50472	16.1046	15.3798	15.0788	14.2344	14.1615	13.7772	15.0043	13.8068	14.5315	14.6948	14.2685	14.4594	15.5743	15.3408	15.0951	14.8623	14.1763	14.4415	14.98	13.2575	14.854	14.7207	14.43	14.6835	14.1432	14.4456	15.1431
91.542	38.87847	91.54178	91.54211	19.5339	19.4351	19.4017	19.6068	19.5493	19.6304	18.0317	18.2705	17.6585	17.2346	17.6508	17.7339	18.317	18.3448	18.2868	18.4495	18.332	18.4276	18.7589	18.5932	18.7579	18.7019	18.2774	18.6845	19.003	19.0885	18.8321
92.05709	232.8598	92.0569	92.05723	14.8341	13.1811	13.7579	11.0553	13.7407	13.9147	13.9953	13.3534	12.6371	12.8791	13.5185	12.606	11.571	11.9954	13.2334	12.7411	13.7459	13.5042	13.4888	7.4387	13.8733	14.6346	10.1593	13.7496	13.2794	7.47	11.2569
92.52189	37.6109	92.52155	92.52222	17.3036	17.4629	13.0091	15.4358	14.6124	15.442	14.8862	16.3468	15.3088	15.5113	16.5541	14.8888	15.6313	16.0958	15.7514	14.8375	13.9826	15.3906	15.3107	14.7412	16.6063	14.6655	15.3091	14.8151	14.0523	15.7301	14.9619
94.06457	215.31	94.06455	94.06489	14.2509	14.2205	13.8445	15.0234	14.2308	16.4073	14.267	14.4868	14.704	15.2067	14.7161	14.0796	14.0176	14.3402	14.4377	15.2247	15.5422	14.5507	15.7735	13.7773	14.3195	14.143	14.5187	14.7144	13.9731	15.1712	14.9577
95.08502	268.7063	95.08486	95.08525	13.4087	13.7799	15.0965	14.2656	15.474	12.6244	14.0479	14.8052	14.9978	15.4125	14.9666	14.4773	14.7017	15.5031	16.5752	16.1859	16.0097	15.0583	16.0962	13.3067	14.7958	14.8706	12.6147	13.1521	15.4768	16.1924	15.1403
95.52254	28.10806	95.52254	95.52254	14.5459	15.1246	13.2103	14.2073	14.359	14.5692	14.0213	14.4426	14.5897	16.3315	14.2885	14.8638	14.7489	14.3463	14.0014	14.1987	15.6026	16.1739	15.1624	14.0432	16.2757	15.91	16.1238	14.4155	16.237	13.7649	14.5798
96.05511	150.3624	96.05495	96.05534	15.1757	14.7019	13.6501	15.6108	12.4029	12.8712	15.2282	14.9342	14.6025	14.9986	14.0415	13.8315	15.9465	15.531	15.3423	15.2499	12.9197	15.2906	15.4398	14.6912	14.0288	14.4505	15.1217	14.6133	15.6444	14.1302	13.5488
96.05511	512.8075	96.05495	96.05541	14.6571	14.7651	8.2286	14.2614	14.2742	14.134	13.4341	14.069	13.597	12.0565	12.2301	12.896	11.1472	15.1751	15.0807	13.3859	13.0772	11.5166	13.2722	13.2427	14.1878	13.4876	15.5878	14.082	11.9876	14.4306	15.0482
96.0802	91.27225	96.07914	96.08057	18.1279	16.8268	16.312	17.818	15.6931	16.64	15.753	15.9325	15.7471	16.599	15.7995	17.329	16.1778	16.3846	16.1459	16.9134	16.6004	17.1134	16.2219	15.5047	15.9081	16.6613	15.8824	16.6808	15.7147	15.9169	15.8044
96.08022	431.3199	96.08021	96.08039	15.9697	16.1435	16.2497	15.9712	16.4948	16.2997	15.6835	15.4699	16.0295	17.469	16.7229	15.2008	11.4584	17.4533	17.3538	16.2801	13.7257	14.3977	15.7949	15.3194	16.5449	16.3835	14.8074	17.5655	16.5447	15.343	13.1489
96.5145	50.46801	96.5144	96.51547	15.7971	14.2187	14.4424	14.5175	15.1015	16.151	15.332	13.6652	14.6952	13.1906	14.8443	14.5733	15.4356	9.9658	14.7469	15.421	15.283	13.3983	14.8006	14.6321	15.9609	14.6409	14.5892	16.0327	14.5587	14.5187	13.9602
96.5144	359.8799	96.5144	96.51445	16.9069	18.5147	16.2664	18.4536	18.9509	18.8606	16.722	16.8603	18.0639	18.3521	18.1799	17.5046	15.6189	15.7875	16.2815	17.2764	17.2215	17.7711	17.8336	17.22	15.9114	16.2506	16.5458	16.4694	16.9237	16.3971	16.5296
96.92132	106.6432	96.92124	96.92163	17.5535	14.7494	13.9957	9.832	16.5755	16.2104	17.4662	17.3098	16.6245	16.9412	17.0557	14.5105	16.4688	17.0867	16.9169	17.0793	16.2458	17.0435	16.6288	16.7994	16.1123	17.3278	16.3278	15.3457	16.3153	17.5201	16.8398
96.95877	38.5265	96.9555	96.96019	16.8846	16.1624	17.2198	17.0295	16.3527	15.4275	15.2591	15.1647	15.4966	16.271	15.5514	15.2569	15.9523	15.7668	15.24	15.0174	14.9755	15.3284	15.4507	14.9563	16.2077	15.2333	15.6237	15.7173	15.1837	15.3413	16.3982
96.9601	541.6083	96.95983	96.96019	11.6279	16.2837	16.0766	15.194	15.1031	15.241	15.5439	15.517	15.4199	15.4206	15.5817	15.5588	15.6166	15.2014	15.2856	15.3274	15.4447	15.3175	15.3209	15.4542	15.5952	15.7118	15.617	9.9658	15.7532	13.7442	14.8571
97.51385	369.5997	97.51378	97.51414	14.3865	19.2081	16.9038	17.9329	19.1186	17.1686	14.6116	16.1791	15.2258	17.855	17.5239	14.0901	12.6105	14.9115	14.7326	15.0078	16.5182	15.7482	14.1454	15.993	15.7091	14.9498	15.3533	14.8497	13.8079	14.3424	14.1567
97.51393	67.40561	97.51378	97.51414	18.3936	18.9635	18.3058	16.7116	19.1111	18.874	17.7872	17.7049	16.2247	18.8428	17.699	17.465	18.2997	17.6995	17.6211	17.7801	18.6119	18.6542	17.6127	17.4327	17.8253	17.0992	16.0915	17.5897	17.786	15.0682	17.5579
97.96836	21.93145	97.96836	97.96836	14.7399	15.0046	13.8741	14.1178	14.5485	13.7279	14.5207	13.4913	13.9112	14.8947	14.6803	14.2534	14.4071	13.9531	14.292	14.7328	14.8522	14.2457	14.7872	14.5171	13.7049	15.3656	13.6019	14.4941	14.5038	13.9339	14.858
97.99081	31.3393	97.99071	97.99108	22.516	22.0789	22.3141	22.7015	22.7184	22.2412	20.9179	21.0445	20.7941	21.4254	20.8743	21.0561	20.5306	20.6238	20.0265	21.346	21.296	21.3537	21.5954	21.2531	21.3472	20.4321	20.2282	20.5236	20.8098	20.3233	21.1876
98.01334	63.40075	98.01307	98.016	19.3557	17.9296	18.0939	17.2514	19.4122	18.6677	18.2404	18.1425	18.019	18.6775	18.0898	18.7562	17.8563	18.4599	18.0509	18.8577	16.052	18.5607	18.4768	18.3674	18.2594	15.949	18.2804	18.2562	13.8307	18.3227	17.4303
98.01307	364.2641	98.01307	98.01307	15.0034	18.9108	18.2595	18.5135	18.9823	19.0627	17.3176	15.7325	17.3658	17.2279	14.2641	16.2194	9.9658	16.374	16.5774	17.18	16.3113	16.4307	17.113	17.1261	17.1135	14.6832	15.3524	15.0545	15.6549	15.4772	15.6669
98.05958	513.1182	98.05928	98.05968	15.154	14.116	14.5372	12.5009	15.1069	13.7547	14.5904	14.7147	13.1114	15.8566	14.6518	14.9965	14.4054	15.2973	14.8384	15.9757	14.7814	14.3989	14.8099	14.5252	15.7555	15.193	14.6455	15.7494	15.0737	13.7931	14.1616
98.47004	339.9655	98.46967	98.47041	13.943	16.9544	16.752	17.6659	17.0323	16.2488	17.2406	17.2271	17.2884	16.1637	17.1382	16.924	9.9658	16.3324	16.4079	17.5846	17.5953	17.0266	16.8051	9.9658	17.5398	16.863	16.6064	16.7321	16.8995	17.0868	15.2055
98.47008	561.4619	98.47004	98.47022	13.0309	15.6065	15.7346	14.0502	13.2817	13.1658	13.822	13.7385	13.2815	13.9955	13.5512	14.0397	13.2026	11.2093	13.5732	13.4717	13.0491	14.1653	13.5496	13.0981	13.883	12.9859	13.3519	13.7326	12.478	13.696	13.9165
98.51147	389.8877	98.5114	98.51177	15.5271	21.607	21.212	21.1859	22.0222	21.07	19.634	21.0736	20.4405	18.721	19.0656	20.2158	16.5382	9.9658	9.9658	20.8892	20.695	20.7434	20.7659	18.6444	9.9658	9.9658	9.9658	18.1491	20.8481	19.025	19.0928
98.55796	527.5858	98.55778	98.55797	11.9098	12.5392	12.9039	12.4175	13.2491	12.6931	13.8676	13.688	13.627	13.1827	13.2028	13.0167	12.9085	13.2761	13.3119	13.8301	14.2853	14.2936	13.8815	13.4619	12.6627	11.9802	12.9151	9.9658	9.6251	9.9658	9.9658
98.94286	528.0903	98.93988	98.9462	13.6797	9.9658	13.9878	9.9658	14.1232	9.9658	9.9658	13.6903	9.9658	14.6239	9.9658	9.9658	13.7871	13.7414	9.9658	13.7273	14.6978	13.7123	13.6562	13.3704	13.7672	13.1979	13.2501	9.9658	9.9658	13.0678	9.9658
98.956	415.9995	98.95475	98.95661	13.492	14.8395	16.2653	15.8948	15.687	15.4254	15.349	15.3332	15.2303	15.0833	14.5723	15.317	13.829	12.3883	12.7323	15.3961	13.0926	15.6343	15.5251	14.9087	15.6526	14.21	14.6955	15.3818	14.8797	14.8504	14.0468
98.95597	23.73549	98.95587	98.95624	13.6981	15.7403	12.8262	15.6405	13.4362	16.7327	14.6515	11.5424	15.0941	15.8683	15.8359	16.0903	15.9088	15.1606	15.0568	15.0106	12.5692	15.3845	14.956	15.0698	13.8495	11.2589	11.1368	11.5591	14.0636	15.6851	13.9125
98.96073	21.13305	98.9607	98.96107	17.1569	17.0542	17.001	16.2495	15.8749	17.0524	16.1521	15.91	16.0502	16.4913	16.3861	16.6675	16.5378	16.5972	16.516	15.8766	15.7392	15.6292	15.5447	15.9406	15.8744	16.6776	16.7192	16.3449	16.2167	16.2753	16.4769
98.98341	527.5365	98.9834	98.98377	24.7838	25.0344	25.1633	25.1695	25.1451	25.1526	24.6831	24.7372	24.6179	25.3711	25.2902	25.2873	24.8325	24.7588	24.7585	25.0378	25.0409	25.0068	24.7882	24.7293	24.7557	24.5913	24.6446	24.6321	24.3445	24.3903	24.2842
98.99419	28.46942	98.99419	98.99421	16.9553	16.3295	15.3607	16.3851	16.5147	16.7386	15.7343	15.0231	15.1737	15.785	15.3402	14.9309	15.6655	15.4337	15.6777	16.5367	14.8967	15.3435	15.3227	14.9981	15.3571	15.8232	14.9309	15.5492	15.4891	15.3634	15.4158
99.00171	527.2808	98.99754	99.00368	14.0071	14.3094	14.2913	14.8784	15.2136	16.3376	14.4046	13.9809	13.9278	15.701	14.7837	13.6222	14.3799	14.5391	14.8042	14.1476	15.252	14.9992	14.5841	13.6192	13.8986	13.4604	16.169	13.6292	13.8001	14.6102	13.7087
99.01317	66.12259	99.0128	99.01354	17.8752	17.9573	19.0074	18.5107	19.1087	18.999	17.6616	17.8244	17.5206	18.3189	17.3228	17.0037	17.2965	16.6577	18.0378	14.0774	18.5103	18.8605	17.428	17.4518	17.9716	16.4787	17.8744	16.0842	17.5364	17.6182	17.4711
99.01278	521.6182	99.01131	99.01354	14.25	15.7914	14.5579	14.8271	15.0206	13.7845	13.6203	13.2186	13.9506	12.5734	14.0779	15.1321	13.0224	13.9841	14.4591	13.9473	14.457	15.9722	9.9658	9.9658	13.4619	12.8317	14.2118	10.8292	13.153	14.4254	13.6961
99.01913	57.36279	99.01913	99.01913	18.206	19.9613	20.0917	20.3342	19.8954	19.8763	15.9941	16.9733	15.9654	16.7561	9.9658	9.9658	16.2588	16.5389	16.0344	16.5295	17.4147	16.7084	16.7632	16.9028	16.88	17.155	17.1295	16.6664	16.723	16.367	16.516
99.02062	528.0045	99.01932	99.02136	13.6238	15.2326	15.1062	14.1887	13.8087	13.7124	12.3017	13.7047	14.1859	14.3798	9.9658	9.9658	13.6077	13.3607	13.8303	14.0785	14.4042	13.4813	13.2938	13.4723	13.4113	13.6236	13.1914	13.903	13.9411	12.2574	11.4726
99.04357	248.1621	99.04333	99.04445	15.7086	12.7614	16.6987	13.7674	16.6496	14.6703	12.8061	14.7818	12.2012	14.7694	14.3243	12.2746	12.172	13.0263	12.4376	11.166	15.7137	13.5117	15.7533	11.3459	14.6842	13.5866	13.8163	14.0922	12.5164	13.8528	12.8127
99.08962	56.03556	99.08953	99.0899	17.0564	17.0357	16.9668	17.6895	17.7849	17.5634	18.5009	18.4158	18.4274	18.8557	18.8075	18.7559	18.4315	18.655	18.2165	18.555	18.6301	18.7155	17.1864	17.9223	17.4254	17.7157	17.1319	17.2018	17.6918	16.7709	17.3817
99.41192	526.3159	99.41159	99.41196	11.5244	9.9658	13.5085	13.3776	11.5976	12.8967	13.9415	13.1353	12.9075	13.2206	13.5647	13.4185	12.8042	13.1012	13.4789	13.7517	14.2438	14.0054	13.4372	13.4282	13.4293	11.78	9.9658	11.5947	9.9658	9.9658	9.9658
99.51173	31.27723	99.51166	99.51203	20.2275	17.6708	18.7018	19.8369	19.6616	19.1971	19.0316	19.0313	18.8397	19.8352	19.7722	19.6737	19.218	19.1051	19.2486	18.8216	18.6875	19.0133	18.9795	18.8746	18.9347	18.9172	19.1561	19.5036	18.886	19.5357	18.9832
99.53081	39.66554	99.53079	99.53117	22.3429	22.2123	21.9621	22.3291	22.2104	22.27	17.9217	19.2042	19.3107	17.9976	17.7771	19.5812	19.0492	19.3281	17.8343	19.2886	19.5397	18.027	17.5158	19.5886	19.8552	19.4436	19.3493	19.8624	19.7149	19.747	19.8312
99.98674	26.33813	99.98671	99.98709	14.2739	14.4396	14.7231	14.7858	14.9724	14.9227	14.792	14.8199	14.2968	14.6389	16.0724	15.1096	14.7925	14.7847	14.1169	15.2434	13.9336	14.4406	14.7386	14.1822	14.115	14.4723	14.0937	16.3731	14.4532	14.3728	13.7386
99.98731	479.6504	99.98671	99.98785	15.9955	16.5074	15.6581	17.2144	17.1039	15.985	15.4832	15.4474	15.9733	16.2661	16.3858	16.2575	15.6631	15.5462	15.5593	15.8025	15.7552	15.744	15.8722	15.4003	15.3802	15.4732	15.4585	15.5414	15.2676	15.0846	15.6567
100.0133	35.29497	100.0105	100.0139	16.6002	15.2141	14.5794	13.5931	15.1316	14.8775	15.2297	14.2014	14.6534	13.7318	15.2538	15.4068	14.7712	16.0619	15.5218	14.9411	13.5545	14.5238	16.1985	13.3222	14.9781	15.6532	15.4222	14.5182	14.5486	15.0013	15.4016
100.0222	130.2137	100.0211	100.0241	14.6762	16.9163	17.0981	17.2902	16.999	17.1135	17.3024	17.3807	17.3504	17.6964	17.5922	17.5616	17.1813	17.3195	17.2505	17.5396	17.5442	17.847	17.9142	17.397	17.4944	17.924	17.4737	17.9846	17.3249	17.2264	17.2914
100.0283	39.04746	100.0282	100.0286	18.2476	17.9158	17.4683	17.5978	17.3338	17.3564	14.9544	15.1894	15.4279	15.3811	14.9374	15.6006	15.1294	15.2255	14.8496	15.0324	15.0357	15.1235	14.8114	15.5356	14.922	13.6852	15.2225	15.4301	14.8495	14.8875	15.0472
100.0324	38.19121	100.0324	100.0324	18.3253	18.1734	18.0824	18.5606	18.2917	18.027	15.8126	15.0302	15.9776	15.261	14.5624	14.513	15.4929	14.6962	15.137	15.6158	14.4509	15.3158	15.9585	15.2804	15.1457	15.5388	15.4997	15.465	15.2621	15.2234	15.7296
100.0751	559.5643	100.0751	100.0752	14.5314	15.2961	13.8536	15.6602	15.6188	14.8946	14.1346	14.4018	14.7694	14.504	15.5353	15.556	15.5697	15.5238	15.3432	15.3391	14.0603	15.4817	14.8811	15.4226	14.6938	14.9911	15.3007	13.4697	14.2634	15.4193	13.9582
100.1115	132.8849	100.1115	100.1118	19.3171	19.3932	18.9781	18.807	19.3765	19.5487	18.3986	18.1965	18.0891	18.8973	18.926	18.7535	17.8718	18.1776	17.2655	18.5109	17.9503	18.7805	17.7988	18.0659	18.1973	17.9445	18.1193	17.9565	15.6814	18.1757	17.5985
100.5093	24.88799	100.5093	100.5097	18.8139	16.4695	17.2938	17.747	18.0564	18.0625	17.7422	17.4939	17.5505	18.1059	18.2302	17.9589	17.9831	17.9002	17.8266	17.5062	17.3946	17.3122	17.4606	17.5103	17.317	17.7272	17.6695	17.7331	17.7145	17.868	17.8226
100.9308	25.57181	100.9306	100.9309	15.1651	13.6428	12.262	12.908	14.3461	13.939	14.2216	11.9821	11.5499	14.7942	12.7468	14.1256	13.8138	13.8883	13.8811	10.5966	13.8154	11.6872	10.8677	13.6257	13.5543	12.4311	12.4618	13.6371	12.6065	12.1435	11.7642
100.9562	21.74259	100.9559	100.9566	15.7939	15.5584	14.4627	15.1826	15.3572	15.0595	14.2878	14.1731	15.0542	14.8695	14.9001	15.2889	14.7365	15.0956	15.0663	14.1748	14.9534	14.1486	14.0477	14.0791	14.3675	15.8842	14.8599	15.341	15.3738	14.8538	15.2307
100.9877	525.9802	100.9877	100.9879	18.3762	18.4439	18.6265	18.7616	18.754	18.7543	18.2621	18.4496	18.2835	19.0968	19.0493	19.0431	18.3604	18.3159	18.4688	18.7589	18.7432	18.7267	18.4429	18.2245	18.3938	18.1058	18.3273	18.3665	18.0222	18.0455	17.978
101.0108	22.19001	101.0096	101.0111	14.3894	14.4401	14.9618	15.2771	14.8513	14.1386	13.8504	15.7867	14.0979	14.4004	14.5541	14.3213	15.0008	14.7635	14.891	14.6885	15.1569	14.9675	14.5951	14.4431	16.6573	14.7107	15.0361	14.3526	15.8106	14.7654	14.2097
101.0589	521.3746	101.0587	101.0591	14.3612	15.999	15.7473	16.2525	16.5395	9.9658	16.2872	13.8861	16.0975	16.8577	14.9186	16.2083	14.6894	16.45	14.7088	16.1939	16.0257	14.8942	16.1054	16.1531	16.2262	16.5712	14.9435	16.996	16.2622	16.2739	14.2963
