vax05_pos_metabo_feature	ZV1-01-d0	ZV1-04-d0	ZV1-05-d0	ZV1-06-d0	ZV1-08-d0	ZV1-09-d0	ZV1-10-d0	ZV1-11-d0	ZV1-12-d0	ZV1-13-d0	ZV1-14-d0	ZV1-15-d0	ZV1-16-d0	ZV1-17-d0	ZV1-18-d0	ZV1-19-d0	ZV1-20-d0	ZV1-21-d0	ZV1-22-d0	ZV1-25-d0	ZV1-26-d0	ZV1-27-d0	ZV1-29-d0	ZV1-31-d0	ZV1-32-d0	ZV1-33-d0	ZV1-34-d0	ZV1-35-d0	ZV1-36-d0	ZV1-37-d0	ZV1-38-d0	ZV1-39-d0	ZV1-42-d0	ZV1-43-d0	ZV1-44-d0	ZV2-01-d0	ZV2-02-d0	ZV2-03-d0	ZV2-04-d0	ZV2-05-d0	ZV2-06-d0	ZV2-07-d0	ZV2-08-d0	ZV2-09-d0	ZV2-10-d0	ZV2-11-d0	ZV2-12-d0	ZV2-14-d0	ZV2-15-d0	ZV2-16-d0	ZV2-17-d0	ZV2-19-d0	ZV2-20-d0	ZV2-21-d0	ZV2-22-d0	ZV2-23-d0	ZV2-24-d0	ZV2-25-d0	ZV2-26-d0	ZV2-27-d0	ZV2-28-d0	ZV2-30-d0	ZV2-31-d0	ZV2-32-d0	ZV2-33-d0	ZV2-34-d0	ZV2-35-d0	ZV2-36-d0	ZV2-38-d0	ZV2-39-d0
row708_181.9884_28	25.127	24.883000000000003	24.881	24.925	24.575	24.79	24.941	24.581	24.565	24.833000000000002	24.664	25.111	24.706	24.691	24.59	24.73	24.741	24.572	24.588	24.281	24.482	24.743000000000002	24.649	24.929000000000002	24.79	24.565	24.709	24.534000000000002	24.671	24.644000000000002	24.038	24.369	24.568	24.635	24.006999999999998	24.084	24.498	24.055	23.927	24.155	24.274	24.315	24.349	24.180999999999997	24.345	24.315	24.104	24.69	24.409000000000002	24.305999999999997	24.488000000000003	24.114	24.224	24.444000000000003	24.346	24.410999999999998	24.528000000000002	24.151	23.85	24.164	24.278000000000002	24.158	24.133000000000003	24.035	24.009	23.967	23.949	23.899	24.006	23.595
row709_181.9885_331	29.345	29.081999999999997	29.212	28.053	29.006999999999998	29.250999999999998	29.246	29.096	28.226999999999997	29.206999999999997	29.279	28.203000000000003	29.345	29.199	29.271	28.844	29.133000000000003	29.147	29.061999999999998	28.988000000000003	28.945999999999998	28.057	28.594	28.965999999999998	29.124000000000002	29.002	29.113000000000003	26.945999999999998	28.973000000000003	28.980999999999998	28.91	28.355	27.921999999999997	28.938000000000002	28.226999999999997	28.676	28.784000000000002	28.611	27.749000000000002	28.763	28.733	28.831	28.739	28.871	28.88	28.818	28.712	28.879	28.87	28.892	28.455	27.936999999999998	28.811999999999998	28.866	28.893	28.799	28.825	28.651999999999997	28.546	28.732	28.787	28.709	28.684	28.561999999999998	28.718000000000004	28.634	28.552	28.601	28.653000000000002	28.441999999999997
row710_182.0178_233	23.919	23.064	24.016	23.488000000000003	22.855	25.24	24.753	23.943	23.413	24.444000000000003	24.526	24.194000000000003	23.69	24.279	23.563000000000002	23.401999999999997	25.035999999999998	24.914	24.845	24.145	24.834	25.268	24.778000000000002	25.072	23.250999999999998	24.765	23.816	25.031999999999996	23.910999999999998	24.956999999999997	24.486	24.709	24.803	23.557	22.409000000000002	23.928	24.5	23.925	25.138	24.636	24.180999999999997	23.344	24.976999999999997	24.271	24.791999999999998	23.996	24.588	24.768	25.141	24.885	24.276	21.675	23.368000000000002	23.638	24.656999999999996	23.711	24.741999999999997	23.265	22.934	23.171999999999997	23.925	22.958000000000002	23.26	23.748	24.046	23.8	23.779	24.072	24.95	23.781
row711_182.0331_124	27.595	27.979	27.611	27.756	26.849	27.079	27.389	27.865	26.96	26.372	27.529	27.801	26.035	27.261	27.623	27.680999999999997	26.230999999999998	26.204	27.191999999999997	27.674	25.611	27.706999999999997	26.006999999999998	27.895	27.385	28.136	26.752	27.265	27.434	26.636	27.02	27.128	27.29	28.535999999999998	27.069000000000003	27.414	27.585	27.88	26.969	27.313000000000002	27.052	26.926	26.859	27.03	26.861	27.156	27.052	27.309	27.688000000000002	27.250999999999998	27.759	26.991999999999997	28.058000000000003	26.454	27.186	27.248	27.443	27.276999999999997	26.914	28.386999999999997	27.561999999999998	26.104	26.026999999999997	26.897	27.070999999999998	27.223000000000003	27.005	27.266	26.68	27.316
row712_182.0754_182	24.872	23.649	24.369	23.669	23.726	24.423000000000002	22.987	23.171	23.236	23.976999999999997	21.749000000000002	23.549	23.526999999999997	22.878	22.565	23.953000000000003	23.156	20.4	23.72	23.441	23.389	24.511999999999997	21.478	24.41	23.486	22.730999999999998	23.535999999999998	23.265	22.754	23.000999999999998	22.826999999999998	23.673000000000002	21.831999999999997	21.826	22.374000000000002	24.715999999999998	23.076	24.24	24.01	22.489	24.373	23.04	22.706999999999997	24.521	24.205	24.828000000000003	24.29	22.798000000000002	23.938000000000002	24.471	23.590999999999998	22.744	25.241	23.14	22.423000000000002	21.934	23.685	22.55	23.889	21.91	23.133000000000003	24.611	23.801	24.374000000000002	23.5	22.612	24.151999999999997	22.866	24.301	21.565
row713_182.0813_583	21.706999999999997	22.151	22.116	22.596999999999998	22.570999999999998	21.901	22.386	22.98	22.48	21.664	22.144000000000002	22.651999999999997	21.88	21.8	22.013	22.529	21.948	21.945999999999998	21.225	21.855	21.660999999999998	22.245	21.683000000000003	21.980999999999998	21.256999999999998	21.897	22.011999999999997	21.526999999999997	21.090999999999998	21.601	22.518	22.291999999999998	21.712	22.061	23.374000000000002	22.8	21.443	21.544	22.305	21.1	21.814	21.625999999999998	21.52	21.941999999999997	21.449	21.253	21.256	21.747	21.621	21.807	21.307	21.416	21.769000000000002	21.303	21.256	22.135	22.381999999999998	21.561999999999998	22.421999999999997	21.008000000000003	21.921999999999997	21.855	22.413	21.651999999999997	21.927	22.872	21.914	21.951999999999998	21.848000000000003	21.904
row714_182.1177_142	23.289	22.698	20.999000000000002	22.296999999999997	21.369	22.662	21.56	21.575	19.685	22.868000000000002	22.939	22.63	22.454	21.91	22.936	22.993000000000002	22.573	21.956999999999997	22.664	22.925	21.151999999999997	22.831	23.794	23.263	21.991	22.261	23.177	21.811999999999998	22.186999999999998	22.246	22.275	22.635	23.176	21.509	23.528000000000002	23.303	21.948	22.719	23.504	22.27	22.816	23.005	22.639	23.122	23.217	23.315	21.531999999999996	22.295	22.684	23.581999999999997	20.491999999999997	23.04	24.314	23.194000000000003	22.729	22.414	22.772	23.109	22.796	20.075	23.163	23.43	23.47	22.396	23.588	23.590999999999998	23.134	23.730999999999998	22.212	22.443
row715_182.1541_15	21.404	20.11	20.430999999999997	21.191999999999997	20.552	20.034000000000002	20.802	20.331	21.04	21.16	20.516	21.698	19.326	19.854	20.111	20.328	20.892	20.237000000000002	20.789	20.165	20.118	19.662	21.108	20.627	20.964000000000002	20.684	20.381	20.247	20.655	20.965	20.105	20.27	20.528000000000002	20.831999999999997	20.561	19.828	19.967	19.713	20.596	20.64	20.612	20.169	19.648	21.124000000000002	20.487	20.092	20.531999999999996	19.624000000000002	20.163	20.45	20.387999999999998	20.646	19.79	20.546999999999997	20.49	20.351	20.513	20.701	20.59	20.265	20.234	20.519000000000002	19.778	20.898000000000003	19.698	20.361	20.285	20.677	20.6	20.912
row716_182.154_438	24.362	24.112	24.230999999999998	24.105999999999998	24.15	24.064	23.947	23.989	23.697	24.094	24.029	23.939	23.995	24.019000000000002	23.98	24.105	22.58	23.971999999999998	23.944000000000003	24.029	23.971999999999998	23.944000000000003	24.107	23.896	23.98	23.921	24.171	23.989	23.976999999999997	23.973000000000003	24.259	24.006	23.944000000000003	24.014	23.96	23.983	22.64	23.871	23.855999999999998	22.883000000000003	22.624000000000002	22.566	22.596	22.784000000000002	22.851999999999997	22.818	22.98	22.822	22.651999999999997	22.925	22.743000000000002	23.293000000000003	22.572	22.482	22.839000000000002	22.750999999999998	22.811	23.26	23.285999999999998	22.82	22.585	23.320999999999998	23.398000000000003	23.247	23.489	23.467	23.42	23.302	23.304000000000002	23.279
row717_182.1905_411	24.596	25.201999999999998	25.179000000000002	25.079	25.006	25.218000000000004	25.084	24.94	24.939	24.144000000000002	25.149	25.121	25.086	24.755	24.840999999999998	24.183000000000003	24.98	24.549	23.081	23.772	23.14	23.088	23.039	22.892	23.155	23.201	23.209	23.394000000000002	21.214000000000002	23.11	22.879	23.194000000000003	23.253	22.996	22.71	23.151999999999997	23.453000000000003	23.108	22.6	23.265	23.522	23.396	23.125999999999998	21.979	22.82	23.241999999999997	23.283	22.736	23.517	23.131999999999998	24.073	23.201	23.293000000000003	23.397	23.051	23.21	22.930999999999997	22.49	23.01	22.934	22.719	23.748	23.570999999999998	23.291999999999998	23.404	22.995	23.294	23.502	23.7	23.285
row718_182.9852_34	28.884	29.493000000000002	28.608	28.785999999999998	28.076	28.511999999999997	28.649	28.107	29.451	28.721	28.239	29.296	28.340999999999998	28.398000000000003	28.235	28.612	29.045	28.252	28.340999999999998	28.105999999999998	28.193	28.769000000000002	28.55	28.961	28.5	28.484	28.4	28.534000000000002	28.4	28.767	29.02	28.165	28.539	28.921	27.941	28.006	28.712	28.051	27.861	28.026	28.245	28.226999999999997	28.475	29.375	28.423000000000002	28.217	28.081	29.018	28.236	28.156	28.682	28.078000000000003	28.061999999999998	28.54	28.166	28.64	28.526999999999997	28.079	27.749000000000002	28.016	28.085	28.04	28.016	28.018	27.968000000000004	28.343000000000004	27.991999999999997	27.8	28.015	27.39
row719_182.9852_327	32.951	33.138000000000005	32.406	32.268	32.647	32.943000000000005	32.031	33.648	32.911	33.162	32.567	32.804	33.666	33.196	33.671	32.492	33.083	33.573	33.352	31.309	32.446999999999996	31.836	32.617	29.383000000000003	32.993	33.422	33.022	32.384	33.341	33.378	31.4	33.117	31.835	32.538000000000004	32.491	30.721999999999998	33.147	33.056999999999995	32.887	30.389	32.145	32.744	31.76	29.869	32.746	32.711	31.403000000000002	33.229	33.135999999999996	33.150999999999996	33.173	31.588	31.910999999999998	33.167	33.150999999999996	33.135999999999996	32.343	32.948	32.468	32.632	33.122	32.986999999999995	31.854	32.196	32.992	30.625999999999998	32.191	32.857	32.948	32.168
row720_183.0801_555	24.443	24.604	24.296	24.325	24.164	24.647	24.676	24.65	23.295	24.64	24.895	24.635	24.837	25.235	24.649	24.669	24.436999999999998	24.41	24.701	24.703000000000003	24.826	24.293000000000003	24.151	24.749000000000002	24.538	24.773000000000003	24.5	24.877	24.58	24.691	24.715999999999998	24.766	24.541	25.236	24.594	24.593000000000004	28.463	24.807	24.614	28.601999999999997	28.633000000000003	28.612	26.205	28.59	28.741999999999997	28.654	28.668000000000003	28.755	28.697	28.719	28.651	28.724	28.659000000000002	28.519000000000002	28.546999999999997	28.689	28.743000000000002	28.941999999999997	28.519000000000002	28.741	28.664	28.951999999999998	28.951	28.896	28.73	28.774	28.903000000000002	28.83	28.888	28.218000000000004
row721_183.138_558	22.386	23.158	23.116999999999997	23.804000000000002	23.11	23.739	23.113000000000003	23.684	23.546999999999997	23.634	23.748	23.264	23.829	23.365	24.410999999999998	23.386	23.749000000000002	23.639	23.623	23.465999999999998	22.951999999999998	23.375999999999998	23.28	23.234	23.443	24.06	23.355	23.537	23.246	23.487	23.451999999999998	22.909000000000002	23.491999999999997	23.927	23.842	23.051	24.324	23.229	23.148000000000003	24.006999999999998	23.78	24.061	22.793000000000003	24.204	24.115	23.820999999999998	23.927	24.162	23.7	23.955	23.969	23.749000000000002	24.195	23.732	23.908	23.412	23.886999999999997	24.325	23.866	23.978	23.961	24.173000000000002	24.249000000000002	23.934	23.863000000000003	23.67	23.776	23.959	23.785	23.913
row722_183.1744_534	23.910999999999998	24.441	24.06	24.703000000000003	24.329	24.139	24.154	23.404	24.743000000000002	23.851999999999997	24.358	24.346999999999998	24.456	24.13	24.173000000000002	24.361	24.276999999999997	23.941	22.34	24.065	22.54	22.136	21.77	22.534000000000002	22.381999999999998	22.205	20.98	22.643	22.590999999999998	22.85	22.75	22.479	22.682	19.777	23.101	21.392	22.645	22.384	22.684	20.599	22.769000000000002	22.715999999999998	22.561	22.485	22.905	22.724	22.92	23.123	22.81	23.129	23.636999999999997	21.93	22.871	22.664	23.057	22.544	23.016	21.533	22.787	22.936	23.113000000000003	22.843000000000004	22.758000000000003	21.366	22.775	21.205	22.763	20.845	20.516	22.509
row723_183.9272_115	24.843000000000004	23.826	20.974	22.177	21.028000000000002	21.596999999999998	22.333000000000002	22.639	22.778000000000002	22.581	21.484	0.0	14.773	22.134	23.245	23.482	21.930999999999997	21.619	23.579	22.412	22.005	21.13	21.143	20.914	22.495	22.218000000000004	21.488000000000003	18.055	21.615	22.075	21.828000000000003	21.139	20.549	20.03	23.699	20.930999999999997	20.575	23.401	21.964000000000002	20.021	20.669	20.242	21.802	21.608	21.281	20.483	20.980999999999998	22.426	20.543000000000003	21.684	20.312	21.765	20.32	21.979	21.638	21.006999999999998	20.712	20.680999999999997	21.840999999999998	21.776	20.671	22.351999999999997	20.660999999999998	22.888	21.159000000000002	20.733	21.72	20.651999999999997	22.006999999999998	22.092
row724_183.9449_134	25.003	24.035999999999998	24.694000000000003	24.504	23.892	24.26	25.074	24.115	24.435	25.035999999999998	24.666999999999998	24.175	23.029	24.764	25.339000000000002	25.14	23.683000000000003	23.866	24.994	23.694000000000003	24.399	24.843000000000004	23.549	25.059	24.325	24.625	24.384	23.424	24.098000000000003	23.565	23.783	23.956999999999997	24.845	25.083000000000002	25.397	24.921	24.651	25.148000000000003	24.557	24.633000000000003	24.398000000000003	24.249000000000002	23.914	24.334	24.261	24.271	24.631999999999998	24.462	24.552	24.445999999999998	24.203000000000003	24.23	23.982	24.143	24.85	24.52	24.594	24.46	23.855999999999998	24.261999999999997	24.165	23.825	23.983	24.355	24.426	24.351	24.09	24.269000000000002	24.184	24.455
row725_183.9651_196	22.39	23.191999999999997	22.491	24.506	24.897	22.86	22.888	24.171999999999997	24.809	22.608	22.588	23.333000000000002	22.954	22.699	22.241	22.912	22.384	22.433000000000003	23.469	23.997	24.236	23.115	22.717	23.695999999999998	18.925	23.634	22.656999999999996	23.348000000000003	22.851999999999997	23.113000000000003	22.548000000000002	22.596	21.845	22.679000000000002	25.115	22.811999999999998	23.191	23.384	24.386999999999997	22.463	22.814	22.184	22.906999999999996	22.372	22.86	21.199	21.973000000000003	23.358	23.944000000000003	22.961	24.283	21.9	24.379	22.326	22.340999999999998	23.304000000000002	22.358	22.726999999999997	23.526999999999997	24.759	23.651	21.886999999999997	22.391	22.778000000000002	23.037	23.053	23.101999999999997	22.912	22.587	23.604
row726_183.9746_144	24.844	26.111	25.581999999999997	25.936999999999998	25.324	24.456	25.541	26.514	25.335	23.932	25.09	26.169	25.323	25.21	25.578000000000003	25.465999999999998	24.258000000000003	24.191999999999997	25.22	25.304000000000002	25.519000000000002	25.070999999999998	23.537	25.53	24.68	25.837	23.822	25.416	25.226	24.828000000000003	24.406999999999996	24.915	24.426	24.683000000000003	25.107	25.121	25.191	25.237	25.160999999999998	24.64	24.666	24.308000000000003	24.392	25.009	24.642	24.584	24.985	24.604	25.519000000000002	24.901	24.491999999999997	25.285999999999998	24.311	24.000999999999998	24.511	24.888	24.71	24.325	25.165	24.968000000000004	24.897	24.218000000000004	24.499000000000002	25.094	25.316	25.281	24.561	24.639	24.59	25.719
row727_183.989_31	24.469	25.215	24.175	24.435	23.636999999999997	24.12	24.254	23.724	25.119	24.285	23.869	25.026	23.925	23.929000000000002	23.787	24.151	24.706999999999997	23.831	23.947	23.629	23.853	24.355	24.142	25.303	24.147	24.109	24.006999999999998	24.111	24.05	24.45	24.605999999999998	23.840999999999998	24.185	24.605	23.537	23.596999999999998	24.374000000000002	23.625999999999998	23.418000000000003	23.65	23.814	23.873	24.1	24.99	24.035999999999998	23.848000000000003	23.625	24.706999999999997	23.844	23.745	24.363000000000003	23.63	23.726	24.160999999999998	23.745	24.266	24.151	23.64	23.314	23.636999999999997	23.737	23.616	23.621	23.529	23.544	23.968000000000004	23.485	23.34	23.552	22.881999999999998
row728_183.989_337	29.682	28.781999999999996	27.116	27.964000000000002	28.42	28.910999999999998	28.974	29.410999999999998	28.068	29.508000000000003	27.693	29.538	29.419	28.76	29.403000000000002	29.391	27.611	29.329	29.123	28.738000000000003	29.131	28.671999999999997	29.176	27.517	29.232	28.086	28.6	28.011999999999997	29.112	29.151999999999997	27.005	27.956999999999997	28.967	27.94	28.471999999999998	28.807	27.48	28.811999999999998	27.845	28.868000000000002	27.279	28.935	28.855999999999998	28.996	28.932	26.79	27.229	28.988000000000003	28.873	28.464000000000002	28.933000000000003	28.644000000000002	28.035999999999998	27.546999999999997	28.878	25.43	27.429000000000002	27.573	28.093000000000004	28.846	28.903000000000002	28.7	28.683000000000003	28.643	28.721	27.314	28.62	28.584	28.69	27.664
row729_184.0157_341	23.13	22.878	23.616999999999997	23.783	23.68	24.35	24.263	22.934	24.406999999999996	23.189	24.953000000000003	24.182	22.599	23.576	24.197	22.673000000000002	23.439	23.521	23.1	21.136999999999997	23.840999999999998	23.383000000000003	23.843000000000004	23.874000000000002	23.144000000000002	21.996	22.993000000000002	22.822	23.326	21.361	20.849	22.901999999999997	22.115	20.6	22.124000000000002	22.993000000000002	23.364	23.296999999999997	22.435	20.746	22.066999999999997	23.549	21.212	21.980999999999998	22.189	22.901	22.945999999999998	22.871	21.88	21.487	22.877	21.965999999999998	21.000999999999998	22.968000000000004	22.53	22.06	22.825	22.005	22.358	22.384	22.828000000000003	21.898000000000003	22.296	23.32	20.627	22.901999999999997	21.655	22.191999999999997	22.445	20.843000000000004
row730_184.0302_123	26.383000000000003	26.747	26.381	26.522	25.465999999999998	25.813000000000002	26.175	26.666	26.065	25.105999999999998	26.3	26.646	25.862	26.031999999999996	26.416999999999998	26.491999999999997	25.016	25.04	26.648000000000003	26.59	26.497	26.48	24.708000000000002	26.721999999999998	26.151	26.936999999999998	25.494	26.04	26.226	25.468000000000004	25.776	25.91	26.096	27.311	27.464000000000002	26.219	26.366	26.695999999999998	24.725	26.088	25.834	25.686999999999998	25.642	25.794	25.618000000000002	25.906999999999996	25.951	26.109	26.5	26.061	27.04	25.79	26.901	25.244	25.654	26.033	26.226999999999997	26.019000000000002	25.795	27.199	26.357	24.918000000000003	25.204	25.688000000000002	25.851999999999997	26.035	25.776999999999997	26.031999999999996	25.474	26.099
row731_184.0373_126	23.748	25.078000000000003	24.587	24.799	24.105	23.815	24.085	25.128	24.842	22.101999999999997	24.215	25.214000000000002	24.307	23.794	24.576999999999998	24.195	22.48	22.622	24.459	25.06	25.173000000000002	24.432	21.608	25.022	24.041	25.513	22.732	24.708000000000002	24.799	23.096	23.815	23.641	24.552	25.789	25.154	23.993000000000002	23.928	24.959	24.369	23.971	23.136	23.566	22.351	23.394000000000002	22.921999999999997	23.544	23.572	23.471999999999998	24.000999999999998	23.612	23.62	22.941999999999997	23.211	22.296999999999997	23.713	23.351999999999997	23.42	23.559	23.752	23.781	22.87	21.388	22.302	23.026	23.234	23.56	22.965999999999998	23.433000000000003	22.743000000000002	23.609
row732_184.0375_512	23.839000000000002	23.733	23.666	23.748	23.565	23.75	24.075	23.686	23.768	23.680999999999997	23.735	23.913	23.763	23.807	23.605999999999998	23.584	23.448	23.878	23.002	23.826999999999998	22.997	23.066	23.026999999999997	23.035	23.078000000000003	23.166999999999998	22.912	22.86	22.921	22.971999999999998	22.935	22.971	22.924	22.988000000000003	22.736	22.933000000000003	22.383000000000003	23.053	22.769000000000002	22.642	22.225	22.29	22.363000000000003	22.65	22.444000000000003	22.758000000000003	22.561	22.641	21.967	21.752	21.631999999999998	22.079	21.999000000000002	22.217	22.153000000000002	21.724	22.241	21.822	21.818	22.57	22.335	22.046	21.796	21.813000000000002	21.976999999999997	21.441	20.523000000000003	22.301	21.619	21.799
row733_184.0733_38	21.054000000000002	21.173000000000002	21.613000000000003	22.456999999999997	21.533	21.575	21.250999999999998	21.355	21.531999999999996	21.689	21.746	22.526	21.57	21.568	21.978	21.243000000000002	21.796999999999997	21.997	22.886	22.214000000000002	23.092	22.666999999999998	22.522	21.879	21.775	22.354	22.557	22.045	21.665	21.915	21.548000000000002	22.426	22.463	22.261	21.948	22.609	22.37	23.357	23.31	22.496	22.531999999999996	22.575	23.456	22.261999999999997	23.289	22.660999999999998	22.761999999999997	22.334	23.236	23.12	23.364	23.365	23.74	23.31	23.816	23.623	22.706	23.293000000000003	22.837	23.230999999999998	23.395	23.435	23.086	23.575	23.921	23.268	23.665	23.296999999999997	23.430999999999997	23.239
row734_184.0728_577	26.081999999999997	25.246	26.125999999999998	25.072	26.090999999999998	25.635	25.559	24.823	25.139	25.924	25.839000000000002	25.208000000000002	25.316999999999997	25.441999999999997	26.339000000000002	25.362	26.03	26.215999999999998	25.764	25.508000000000003	26.375999999999998	25.933000000000003	26.664	25.714000000000002	25.629	25.326	26.19	26.064	25.68	25.153000000000002	25.186	25.905	25.458000000000002	24.393	25.184	25.725	26.171999999999997	26.156999999999996	26.013	25.974	25.897	25.736	23.912	25.496	25.706	25.804000000000002	25.305999999999997	24.872	25.674	25.165	25.783	25.49	26.169	26.284000000000002	25.443	25.857	25.232	25.372	25.443	25.149	26.006999999999998	25.338	25.612	25.775	25.491	25.808000000000003	25.822	25.838	25.656	25.842
row735_184.0825_66	23.805999999999997	24.116	23.628	22.546999999999997	24.061999999999998	23.511	22.087	24.171	23.427	23.857	23.658	23.843000000000004	24.363000000000003	24.046	24.090999999999998	23.61	23.82	23.063000000000002	23.23	23.891	23.148000000000003	23.574	23.55	20.639	23.358	23.808000000000003	23.455	22.491999999999997	23.642	23.72	22.988000000000003	22.767	23.980999999999998	24.693	23.316999999999997	22.9	23.546999999999997	23.32	0.0	23.484	23.259	23.976999999999997	23.611	24.433000000000003	23.987	23.825	23.926	24.266	23.508000000000003	23.002	23.122	23.331999999999997	23.92	23.386	24.41	24.592	23.564	23.134	22.748	23.678	23.615	23.09	23.406	23.160999999999998	23.81	22.774	23.125999999999998	22.906	23.612	24.006
row736_184.0839_577	21.947	19.317999999999998	22.344	21.511999999999997	21.538	21.708000000000002	21.596999999999998	20.249000000000002	21.945	21.811999999999998	21.721999999999998	20.579	20.928	22.193	21.894000000000002	20.936999999999998	22.386	21.865	21.363000000000003	21.615	22.029	21.963	22.124000000000002	21.269000000000002	21.351999999999997	21.11	22.299	20.819000000000003	21.730999999999998	20.815	21.601999999999997	20.077	22.336	22.121	21.956999999999997	21.636999999999997	25.566999999999997	21.989	0.0	25.709	25.71	25.737	21.694000000000003	25.756999999999998	25.855999999999998	25.729	25.783	25.914	25.779	25.857	25.829	26.5	25.822	25.74	25.921999999999997	26.444000000000003	26.565	26.099	26.088	25.892	25.776	26.096999999999998	26.127	26.026	26.71	25.982	26.713	26.000999999999998	26.07	26.02
row737_184.0946_71	27.168000000000003	24.295	26.175	27.179000000000002	26.29	25.326999999999998	26.666	25.928	26.747	26.351	25.683000000000003	24.516	23.951	25.412	27.581999999999997	27.738000000000003	24.558000000000003	24.878	25.141	27.366	26.947	27.596999999999998	26.046	25.587	25.149	26.248	27.570999999999998	24.301	24.607	24.353	25.738000000000003	25.545	26.7	27.737	29.095	28.015	27.496	28.296	27.749000000000002	27.318	27.38	27.145	26.351999999999997	27.508000000000003	27.14	27.863000000000003	27.359	26.339000000000002	27.803	27.616999999999997	27.101999999999997	27.226999999999997	26.628	28.184	28.281	27.377	27.551	26.734	26.866	27.439	25.965999999999998	27.337	26.33	27.070999999999998	27.487	26.11	26.68	26.905	27.475	27.451
row738_184.1333_424	25.230999999999998	24.741	24.77	24.018	24.593000000000004	23.17	22.225	24.316999999999997	23.182	23.953000000000003	24.491999999999997	24.425	24.51	24.489	24.503	24.576	24.049	22.57	22.607	23.281	22.635	24.155	23.193	23.925	24.237	23.859	22.747	23.855	22.3	24.215999999999998	22.183000000000003	23.956	23.745	23.585	23.131999999999998	23.271	22.549	23.02	23.344	23.759	24.011	23.974	23.784000000000002	23.930999999999997	23.616	22.115	22.840999999999998	23.901999999999997	23.572	23.386999999999997	23.849	23.531999999999996	24.002	22.351	23.826999999999998	23.241	23.808000000000003	23.261	23.67	23.825	23.796	23.553	23.86	23.737	23.875999999999998	23.359	23.078000000000003	23.938000000000002	23.052	23.509
row739_184.1696_93	24.698	23.766	24.41	23.406	23.693	24.976	23.936999999999998	23.304000000000002	22.533	24.767	23.513	24.123	24.808000000000003	24.846	25.055999999999997	23.776	23.646	24.703000000000003	23.595	23.206999999999997	24.04	24.772	24.524	24.419	24.333000000000002	24.412	23.999000000000002	24.375999999999998	23.816	24.291999999999998	23.392	23.656	22.625	22.285	25.325	25.928	23.844	25.767	24.895	24.375999999999998	24.531999999999996	23.355	24.805	23.666	23.855	23.482	23.064	24.787	24.886999999999997	24.881999999999998	25.055999999999997	24.658	25.333000000000002	23.625	23.906	24.075	23.750999999999998	24.583000000000002	24.048000000000002	25.429000000000002	25.434	24.473000000000003	24.320999999999998	24.803	24.399	22.561	24.612	23.174	23.663	24.171
row740_184.1697_527	23.488000000000003	23.309	23.551	23.27	23.506	23.679000000000002	23.412	23.319000000000003	23.408	23.269000000000002	24.01	22.904	22.818	23.357	22.945	23.42	23.058000000000003	22.593000000000004	22.311	23.362	22.834	22.73	23.066	22.761	22.066	22.467	22.878	22.131999999999998	22.638	22.256999999999998	22.954	22.029	22.361	22.413	22.732	22.765	23.476999999999997	22.764	22.414	23.374000000000002	23.593000000000004	23.349	23.320999999999998	23.635	23.45	23.028000000000002	23.584	23.568	23.535999999999998	23.747	23.276	23.034000000000002	23.836	23.041	23.754	23.028000000000002	23.203000000000003	22.424	22.912	23.566999999999997	23.715999999999998	22.912	22.81	22.72	22.813000000000002	21.151999999999997	22.885	23.011999999999997	22.726999999999997	22.905
row741_184.9616_325	26.795	27.13	27.543000000000003	27.301	27.409000000000002	27.865	27.831	27.435	26.666	27.885	27.945	27.883000000000003	27.897	27.909000000000002	27.993000000000002	28.017	27.863000000000003	27.905	28.008000000000003	27.608	27.721999999999998	27.999000000000002	28.035	27.929000000000002	28.085	27.864	28.078000000000003	27.706999999999997	27.899	27.816	27.85	27.976	28.081999999999997	28.075	27.226999999999997	27.796999999999997	27.991	27.756	27.374000000000002	27.98	27.951999999999998	28.049	28.02	27.971	28.138	28.088	27.955	28.154	28.17	28.17	28.142	26.686999999999998	28.123	28.144000000000002	28.174	28.123	28.141	28.154	27.936999999999998	28.108	28.156999999999996	28.195999999999998	28.19	28.04	28.195	27.963	28.092	28.165	28.14	27.864
row742_185.0234_218	27.761	27.906	28.498	27.506999999999998	27.959	27.79	27.583000000000002	27.613000000000003	27.826	27.274	27.456	27.432	27.57	27.316	27.895	28.153000000000002	27.34	27.363000000000003	27.404	27.349	27.418000000000003	27.269000000000002	26.36	27.795	27.5	29.05	25.794	27.875999999999998	28.244	27.456999999999997	27.441	27.62	27.564	28.813000000000002	28.62	27.563000000000002	27.346999999999998	27.44	27.844	27.329	27.090999999999998	27.149	25.969	27.025	26.712	26.326999999999998	27.136	26.894000000000002	27.165	26.484	26.851999999999997	26.455	26.774	26.213	26.441	25.910999999999998	27.064	27.331999999999997	27.054000000000002	26.811	26.342	25.654	26.338	26.945	26.275	27.346	27.156999999999996	26.967	27.335	27.255
